epoch,train_loss,lr,val_psnr,val_ssim,epoch_time_seconds
1,0.10978829719954067,0.00019995065603657316,,,28.03850746154785
2,0.08941219802945852,0.00019980267284282717,,,25.704373359680176
3,0.08238699492067099,0.00019955619646030802,,,26.001774549484253
4,0.08093338859164052,0.00019921147013144782,,,25.890056133270264
5,0.07983548394921754,0.0001987688340595138,28.047320798039436,0.7656706017442048,26.46972918510437
6,0.08000675392233664,0.0001982287250728689,,,25.994627714157104
7,0.07918647627035777,0.00019759167619387476,,,25.254462242126465
8,0.07924718525674608,0.00019685831611286313,,,25.66393256187439
9,0.07823607248978483,0.00019602936856769434,,,26.169241666793823
10,0.07812076740794711,0.0001951056516295154,28.41037805750966,0.7730939001776278,25.997756958007812
11,0.077460303530097,0.0001940880768954226,,,26.03291940689087
12,0.07776796091347933,0.0001929776485888252,,,24.86474370956421
13,0.07729020286351443,0.00019177546256839815,,,26.180481672286987
14,0.07729272031121784,0.000190482705246602,,,26.775330305099487
15,0.07699786143170463,0.00018910065241883685,28.529129192233086,0.7745459983125329,26.52820134162903
16,0.07644666603042019,0.00018763066800438642,,,26.051570892333984
17,0.07654990642848943,0.00018607420270039444,,,25.844735145568848
18,0.07621817061056693,0.0001844327925502016,,,25.79908323287964
19,0.07599563631746505,0.00018270805742745628,,,26.2546169757843
20,0.07594052720814944,0.00018090169943749484,28.804646722972393,0.776886388566345,25.748042345046997
21,0.07575578323254982,0.00017901550123756912,,,25.994460821151733
22,0.07602239449818929,0.00017705132427757903,,,26.11346936225891
23,0.07548528557850255,0.00017501110696304607,,,25.22800040245056
24,0.07509085653970639,0.00017289686274214126,,,26.07844042778015
25,0.0752170157722301,0.00017071067811865484,28.63200467824936,0.7786154740490019,26.12441635131836
26,0.07498479390309917,0.00016845471059286895,,,25.834877967834473
27,0.07488463291277488,0.00016613118653236526,,,26.522578239440918
28,0.07462063791851202,0.00016374239897486904,,,25.066105127334595
29,0.07461514139754905,0.00016129070536529774,,,25.986814975738525
30,0.07416784657786289,0.00015877852522924743,29.007376950234175,0.7864357971586287,25.868406772613525
31,0.07383004267596537,0.00015620833778521318,,,26.28900170326233
32,0.0740484780114558,0.00015358267949789977,,,26.248502492904663
33,0.07343116044584248,0.00015090414157503725,,,25.56825613975525
34,0.07370250038802624,0.00014817536741017163,,,25.205471992492676
35,0.07374456133693456,0.0001453990499739548,29.02760872244835,0.7874755712226034,26.552873611450195
36,0.07328697202934159,0.0001425779291565074,,,26.414538383483887
37,0.07342186919930908,0.00013971478906347817,,,26.40063238143921
38,0.0729215863885151,0.00013681245526846793,,,25.851505756378174
39,0.07300194224549664,0.00013387379202452928,,,25.305182933807373
40,0.07311143266657988,0.00013090169943749487,29.0717160589993,0.787050514575094,26.041353702545166
41,0.07283864962971873,0.00012789911060392308,,,26.35787558555603
42,0.07259979614367087,0.0001248689887164856,,,26.32783794403076
43,0.07249065060168505,0.00012181432413965439,,,26.10705327987671
44,0.07227910303821167,0.0001187381314585726,,,24.969609260559082
45,0.07243040562089946,0.00011564344650402321,29.293111328035593,0.7908798570744693,26.181873321533203
46,0.07241588781277339,0.00011253332335643057,,,25.97110414505005
47,0.07207476745049159,0.00010941083133185154,,,25.9533474445343
48,0.07188668033728997,0.00010627905195293146,,,26.207170724868774
49,0.07205890481256777,0.00010314107590781295,,,24.52481985092163
50,0.07175150687495867,0.00010000000000000011,29.17145576328039,0.7928023537620902,25.69418954849243
51,0.07187301129516628,9.685892409218728e-05,,,26.189616918563843
52,0.07155936064405574,9.372094804706876e-05,,,26.55393934249878
53,0.07138110231608152,9.058916866814866e-05,,,25.984662771224976
54,0.07185933830009567,8.746667664356967e-05,,,25.39900851249695
55,0.07143096843113501,8.4356553495977e-05,29.112908624112606,0.7909423406235874,25.614129781723022
56,0.07154731661495235,8.126186854142763e-05,,,25.9262216091156
57,0.0714018031126923,7.818567586034586e-05,,,26.132429599761963
58,0.07106490501513084,7.51310112835146e-05,,,26.025614738464355
59,0.0713904784164495,7.210088939607718e-05,,,25.804134368896484
